Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2010;64471
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2010;13194
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2010;12725
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2010;7683
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2010;12801
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2010;5466
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2010;27097
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2010;17457
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2010;59700
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2010;40129
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2010;10816
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2010;29749
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2010;40828
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2010;9976
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2010;4981
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2010;19363
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2010;2855
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2010;536
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2010;407
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2010;1025
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2010;201
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2010;169
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2010;112
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2010;229
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2010;110
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2010;487
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2010;268
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2010;1139
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2010;658
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2010;190
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2010;436
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2010;812
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2010;167
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2010;85
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2010;294
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2010;33
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2010;27
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2010;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2010;107
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2010;35
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2010;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2010;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2010;23
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2010;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2010;64
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2010;45
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2010;176
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2010;62
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2010;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2010;44
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2010;66
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2010;29
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2010;19
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2010;27
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2010;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2010;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2010;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2010;76
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2010;12
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2010;25
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2010;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2010;19
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2010;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2010;38
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla  La Mancha;2010;18
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;2010;56
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;2010;31
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;2010;10
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;2010;28
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;2010;33
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;2010;8
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;2010;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;2010;22
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;2010;1
