Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2013;65690
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2013;13353
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2013;12722
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2013;7660
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2013;13621
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2013;5603
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2013;27507
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2013;18228
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2013;60807
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2013;40519
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2013;11043
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2013;30433
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2013;42393
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2013;10115
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;5323
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2013;19720
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2013;2871
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2013;531
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2013;461
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2013;1110
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2013;192
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2013;147
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2013;143
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2013;233
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2013;148
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2013;434
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2013;201
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2013;1054
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2013;595
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2013;169
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2013;375
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2013;763
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2013;172
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;66
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2013;312
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2013;39
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2013;14
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2013;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2013;114
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2013;34
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2013;22
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2013;14
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2013;30
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2013;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2013;66
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2013;59
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2013;138
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2013;77
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2013;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2013;42
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2013;83
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2013;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2013;48
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2013;9
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2013;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2013;1
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2013;60
