Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2004;63036
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2004;13175
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2004;12550
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2004;7050
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2004;12517
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2004;5214
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2004;26341
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2004;17443
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2004;57716
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2004;38379
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2004;10421
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2004;28540
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2004;40293
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2004;9595
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2004;5003
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2004;18679
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2004;2666
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2004;491
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2004;455
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2004;1188
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2004;220
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2004;215
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2004;138
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2004;286
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2004;112
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2004;494
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2004;312
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2004;1114
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2004;816
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2004;173
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2004;537
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2004;837
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2004;163
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2004;92
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2004;407
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2004;27
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2004;20
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2004;19
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2004;67
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2004;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2004;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2004;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2004;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2004;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2004;56
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2004;22
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2004;49
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2004;35
