Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1991;56131
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1991;11983
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1991;11505
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1991;6895
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1991;10203
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1991;4740
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1991;24504
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1991;16234
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1991;52784
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1991;34336
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1991;10574
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1991;27696
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1991;35832
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1991;8480
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1991;4517
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1991;16731
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1991;2439
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1991;487
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1991;358
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1991;993
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1991;188
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1991;230
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1991;111
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1991;174
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1991;90
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1991;357
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1991;251
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1991;1016
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1991;615
