Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2005;65904
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2005;13682
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2005;12703
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2005;7361
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2005;12799
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2005;5370
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2005;27468
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2005;18028
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2005;61777
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2005;40240
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2005;11171
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2005;29383
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2005;40842
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2005;9942
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2005;5196
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2005;19417
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2005;2862
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2005;497
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2005;414
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2005;1265
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2005;273
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2005;189
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2005;142
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2005;302
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2005;121
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2005;469
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2005;334
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2005;1226
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2005;798
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2005;216
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2005;566
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2005;809
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2005;157
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2005;106
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2005;410
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2005;42
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2005;20
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2005;7
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2005;70
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2005;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2005;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2005;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2005;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2005;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2005;33
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2005;24
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2005;82
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2005;34
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2005;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2005;18
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2005;31
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2005;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2005;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2005;36
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2005;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2005;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2005;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2005;95
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2005;23
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2005;20
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2005;7
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2005;15
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2005;6
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2005;32
