Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2003;64843
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2003;13694
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2003;12752
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2003;7355
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2003;12341
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2003;5399
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2003;27004
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2003;17832
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2003;60719
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2003;40121
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2003;11227
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2003;29805
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2003;41429
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2003;9704
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2003;5247
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2003;19306
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2003;2728
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2003;495
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2003;454
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2003;1213
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2003;208
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2003;208
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2003;120
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2003;297
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2003;100
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2003;495
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2003;334
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2003;1225
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2003;775
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2003;200
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2003;508
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2003;863
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2003;162
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2003;91
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2003;385
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2003;41
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2003;19
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2003;9
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2003;68
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2003;18
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2003;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2003;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2003;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2003;7
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2003;53
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2003;18
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2003;69
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2003;41
