Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1984;50519
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1984;11182
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1984;10409
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1984;6134
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1984;9121
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1984;4304
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1984;21772
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1984;15313
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1984;44497
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1984;30092
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1984;10064
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1984;25233
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1984;30108
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1984;7668
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;4046
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1984;14809
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1984;2104
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1984;447
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1984;381
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1984;594
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1984;103
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1984;145
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1984;47
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1984;107
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1984;50
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1984;260
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1984;178
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1984;414
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1984;245
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1984;109
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1984;265
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1984;355
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1984;89
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;53
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1984;183
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;1984;15
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;1984;8
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;1984;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;1984;60
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;1984;7
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;1984;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;1984;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;1984;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;1984;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;1984;33
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;1984;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;1984;38
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;1984;24
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;1984;16
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;1984;29
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;1984;19
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;1984;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;1984;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;1984;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;1984;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;1984;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;1984;228
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;1984;33
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;1984;57
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;1984;10
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;1984;37
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;1984;16
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;1984;105
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla  La Mancha;1984;49
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;1984;162
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;1984;87
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;1984;39
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;1984;113
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;1984;95
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;1984;27
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;17
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;1984;50
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;1984;7
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;1984;6
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;1984;0
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;1984;44
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;1984;9
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;1984;4
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;1984;4
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;1984;7
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;1984;1
003  Enfermedad meningocócica;Total;Todas las edades;07 Castilla y León;1984;19
003  Enfermedad meningocócica;Total;Todas las edades;08 Castilla  La Mancha;1984;18
003  Enfermedad meningocócica;Total;Todas las edades;09 Cataluña;1984;30
003  Enfermedad meningocócica;Total;Todas las edades;10 Comunitat Valenciana;1984;20
003  Enfermedad meningocócica;Total;Todas las edades;11 Extremadura;1984;11
003  Enfermedad meningocócica;Total;Todas las edades;12 Galicia;1984;25
003  Enfermedad meningocócica;Total;Todas las edades;13 Madrid, Comunidad de;1984;18
003  Enfermedad meningocócica;Total;Todas las edades;14 Murcia, Región de;1984;9
003  Enfermedad meningocócica;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;4
003  Enfermedad meningocócica;Total;Todas las edades;16 País Vasco;1984;14
003  Enfermedad meningocócica;Total;Todas las edades;17 Rioja, La;1984;2
003  Enfermedad meningocócica;Total;Todas las edades;18 Ceuta;1984;1
003  Enfermedad meningocócica;Total;Todas las edades;19 Melilla;1984;0
004  Septicemia;Total;Todas las edades;01 Andalucía;1984;155
004  Septicemia;Total;Todas las edades;02 Aragón;1984;23
004  Septicemia;Total;Todas las edades;03 Asturias, Principado de;1984;40
004  Septicemia;Total;Todas las edades;04 Balears, Illes;1984;16
004  Septicemia;Total;Todas las edades;05 Canarias;1984;26
004  Septicemia;Total;Todas las edades;06 Cantabria;1984;18
004  Septicemia;Total;Todas las edades;07 Castilla y León;1984;57
004  Septicemia;Total;Todas las edades;08 Castilla  La Mancha;1984;48
004  Septicemia;Total;Todas las edades;09 Cataluña;1984;89
004  Septicemia;Total;Todas las edades;10 Comunitat Valenciana;1984;71
004  Septicemia;Total;Todas las edades;11 Extremadura;1984;25
004  Septicemia;Total;Todas las edades;12 Galicia;1984;62
004  Septicemia;Total;Todas las edades;13 Madrid, Comunidad de;1984;180
004  Septicemia;Total;Todas las edades;14 Murcia, Región de;1984;24
004  Septicemia;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;22
004  Septicemia;Total;Todas las edades;16 País Vasco;1984;64
004  Septicemia;Total;Todas las edades;17 Rioja, La;1984;2
004  Septicemia;Total;Todas las edades;18 Ceuta;1984;1
004  Septicemia;Total;Todas las edades;19 Melilla;1984;1
005  Hepatitis vírica;Total;Todas las edades;01 Andalucía;1984;26
005  Hepatitis vírica;Total;Todas las edades;02 Aragón;1984;6
005  Hepatitis vírica;Total;Todas las edades;03 Asturias, Principado de;1984;6
005  Hepatitis vírica;Total;Todas las edades;04 Balears, Illes;1984;2
005  Hepatitis vírica;Total;Todas las edades;05 Canarias;1984;0
005  Hepatitis vírica;Total;Todas las edades;06 Cantabria;1984;0
005  Hepatitis vírica;Total;Todas las edades;07 Castilla y León;1984;2
005  Hepatitis vírica;Total;Todas las edades;08 Castilla  La Mancha;1984;4
005  Hepatitis vírica;Total;Todas las edades;09 Cataluña;1984;21
005  Hepatitis vírica;Total;Todas las edades;10 Comunitat Valenciana;1984;10
005  Hepatitis vírica;Total;Todas las edades;11 Extremadura;1984;3
005  Hepatitis vírica;Total;Todas las edades;12 Galicia;1984;3
005  Hepatitis vírica;Total;Todas las edades;13 Madrid, Comunidad de;1984;11
005  Hepatitis vírica;Total;Todas las edades;14 Murcia, Región de;1984;1
005  Hepatitis vírica;Total;Todas las edades;15 Navarra, Comunidad Foral de;1984;2
005  Hepatitis vírica;Total;Todas las edades;16 País Vasco;1984;7
005  Hepatitis vírica;Total;Todas las edades;17 Rioja, La;1984;0
005  Hepatitis vírica;Total;Todas las edades;18 Ceuta;1984;0
005  Hepatitis vírica;Total;Todas las edades;19 Melilla;1984;0
006  SIDA;Total;Todas las edades;01 Andalucía;1984;0
