Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1996;58659
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1996;12480
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1996;12156
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1996;6789
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1996;11046
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1996;5189
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1996;25118
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1996;16832
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1996;54036
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1996;35928
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1996;10508
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1996;28879
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1996;36804
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1996;8581
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;4690
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1996;18035
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1996;2549
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1996;513
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1996;390
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1996;1781
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1996;269
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1996;299
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1996;243
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1996;288
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1996;125
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1996;547
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1996;321
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1996;1539
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1996;954
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1996;166
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1996;696
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1996;1746
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1996;196
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;114
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1996;662
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;1996;71
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;1996;37
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;1996;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;1996;44
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;1996;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;1996;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;1996;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;1996;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;1996;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;1996;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;1996;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;1996;31
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;1996;28
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;1996;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;1996;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;1996;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;1996;6
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;1996;6
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;1996;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;1996;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;1996;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;1996;107
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;1996;21
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;1996;43
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;1996;8
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;1996;22
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;1996;11
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;1996;60
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla  La Mancha;1996;29
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;1996;97
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;1996;68
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;1996;16
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;1996;61
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;1996;86
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;1996;15
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;11
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;1996;49
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;1996;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;1996;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;1996;2
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;1996;22
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;1996;3
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;1996;4
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;1996;1
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;1996;3
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;1996;1
003  Enfermedad meningocócica;Total;Todas las edades;07 Castilla y León;1996;6
003  Enfermedad meningocócica;Total;Todas las edades;08 Castilla  La Mancha;1996;5
003  Enfermedad meningocócica;Total;Todas las edades;09 Cataluña;1996;29
003  Enfermedad meningocócica;Total;Todas las edades;10 Comunitat Valenciana;1996;5
003  Enfermedad meningocócica;Total;Todas las edades;11 Extremadura;1996;7
003  Enfermedad meningocócica;Total;Todas las edades;12 Galicia;1996;10
003  Enfermedad meningocócica;Total;Todas las edades;13 Madrid, Comunidad de;1996;12
003  Enfermedad meningocócica;Total;Todas las edades;14 Murcia, Región de;1996;2
003  Enfermedad meningocócica;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;4
003  Enfermedad meningocócica;Total;Todas las edades;16 País Vasco;1996;11
003  Enfermedad meningocócica;Total;Todas las edades;17 Rioja, La;1996;5
003  Enfermedad meningocócica;Total;Todas las edades;18 Ceuta;1996;0
003  Enfermedad meningocócica;Total;Todas las edades;19 Melilla;1996;0
004  Septicemia;Total;Todas las edades;01 Andalucía;1996;330
004  Septicemia;Total;Todas las edades;02 Aragón;1996;63
004  Septicemia;Total;Todas las edades;03 Asturias, Principado de;1996;59
004  Septicemia;Total;Todas las edades;04 Balears, Illes;1996;38
004  Septicemia;Total;Todas las edades;05 Canarias;1996;76
004  Septicemia;Total;Todas las edades;06 Cantabria;1996;31
004  Septicemia;Total;Todas las edades;07 Castilla y León;1996;203
004  Septicemia;Total;Todas las edades;08 Castilla  La Mancha;1996;130
004  Septicemia;Total;Todas las edades;09 Cataluña;1996;151
004  Septicemia;Total;Todas las edades;10 Comunitat Valenciana;1996;140
004  Septicemia;Total;Todas las edades;11 Extremadura;1996;52
004  Septicemia;Total;Todas las edades;12 Galicia;1996;253
004  Septicemia;Total;Todas las edades;13 Madrid, Comunidad de;1996;374
004  Septicemia;Total;Todas las edades;14 Murcia, Región de;1996;42
004  Septicemia;Total;Todas las edades;15 Navarra, Comunidad Foral de;1996;22
004  Septicemia;Total;Todas las edades;16 País Vasco;1996;113
004  Septicemia;Total;Todas las edades;17 Rioja, La;1996;12
004  Septicemia;Total;Todas las edades;18 Ceuta;1996;7
004  Septicemia;Total;Todas las edades;19 Melilla;1996;2
005  Hepatitis vírica;Total;Todas las edades;01 Andalucía;1996;155
005  Hepatitis vírica;Total;Todas las edades;02 Aragón;1996;31
005  Hepatitis vírica;Total;Todas las edades;03 Asturias, Principado de;1996;35
005  Hepatitis vírica;Total;Todas las edades;04 Balears, Illes;1996;34
005  Hepatitis vírica;Total;Todas las edades;05 Canarias;1996;19
005  Hepatitis vírica;Total;Todas las edades;06 Cantabria;1996;9
005  Hepatitis vírica;Total;Todas las edades;07 Castilla y León;1996;37
005  Hepatitis vírica;Total;Todas las edades;08 Castilla  La Mancha;1996;25
005  Hepatitis vírica;Total;Todas las edades;09 Cataluña;1996;129
005  Hepatitis vírica;Total;Todas las edades;10 Comunitat Valenciana;1996;23
005  Hepatitis vírica;Total;Todas las edades;11 Extremadura;1996;3
005  Hepatitis vírica;Total;Todas las edades;12 Galicia;1996;46
005  Hepatitis vírica;Total;Todas las edades;13 Madrid, Comunidad de;1996;100
