Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2008;65583
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2008;13398
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2008;12741
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2008;7488
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2008;13462
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2008;5522
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2008;27392
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2008;18167
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2008;60110
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2008;40059
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2008;10441
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2008;29629
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2008;41270
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2008;10399
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2008;5292
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2008;19433
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2008;2860
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2008;497
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2008;455
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2008;1253
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2008;240
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2008;195
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2008;149
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2008;335
