Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1993;56943
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1993;12087
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1993;11718
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1993;6796
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1993;10644
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1993;4929
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1993;24526
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1993;16531
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1993;53104
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1993;34516
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1993;10548
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1993;27248
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1993;35564
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1993;8482
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1993;4515
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1993;16770
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1993;2491
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1993;456
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1993;369
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1993;1371
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1993;224
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1993;286
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1993;157
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1993;238
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1993;108
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1993;447
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1993;278
