Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1989;54169
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1989;11607
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1989;11008
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1989;6716
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1989;10076
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1989;4662
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1989;23145
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1989;15662
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1989;50677
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1989;33845
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1989;10322
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1989;26828
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1989;33124
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1989;8408
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1989;4221
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1989;15572
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1989;2316
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1989;491
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1989;395
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1989;834
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1989;126
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1989;148
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1989;90
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1989;136
