Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1998;61143
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1998;13002
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1998;12259
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1998;7079
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1998;11724
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1998;5167
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1998;25970
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1998;17141
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1998;56052
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1998;36383
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1998;10623
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1998;28103
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1998;37711
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1998;9060
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1998;4816
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1998;18153
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1998;2588
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1998;526
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1998;450
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1998;1196
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1998;176
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1998;200
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1998;144
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1998;233
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1998;107
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1998;434
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1998;235
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1998;824
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1998;567
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1998;156
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1998;461
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1998;924
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1998;137
