Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1987;52495
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1987;11083
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1987;10707
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1987;6363
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1987;9555
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1987;4285
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1987;22436
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1987;15072
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1987;47358
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1987;31892
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1987;9985
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1987;25480
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1987;31408
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1987;7576
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1987;4077
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1987;15142
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1987;2325
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1987;435
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1987;347
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1987;613
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1987;95
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1987;158
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1987;61
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1987;132
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1987;48
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1987;248
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1987;145
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1987;454
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1987;363
