Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;1980;49393
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;1980;10309
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;1980;10315
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;1980;5520
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;1980;8573
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;1980;4156
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;1980;21165
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;1980;14945
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;1980;41807
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;1980;30597
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;1980;9843
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;1980;24681
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1980;28070
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;1980;7561
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1980;4143
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;1980;14254
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;1980;2202
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;1980;510
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;1980;382
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1980;754
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1980;136
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1980;209
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1980;71
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1980;143
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1980;58
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1980;244
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;1980;180
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1980;453
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1980;360
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1980;144
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1980;367
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1980;400
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1980;95
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1980;58
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1980;232
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;1980;23
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;1980;6
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;1980;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;1980;86
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;1980;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;1980;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;1980;9
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;1980;26
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;1980;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;1980;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;1980;28
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;1980;36
