Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001102  IXXIITodas las causas;Total;Todas las edades;01 Andalucía;2014;66322
001102  IXXIITodas las causas;Total;Todas las edades;02 Aragón;2014;13742
001102  IXXIITodas las causas;Total;Todas las edades;03 Asturias, Principado de;2014;12812
001102  IXXIITodas las causas;Total;Todas las edades;04 Balears, Illes;2014;7847
001102  IXXIITodas las causas;Total;Todas las edades;05 Canarias;2014;14331
001102  IXXIITodas las causas;Total;Todas las edades;06 Cantabria;2014;5899
001102  IXXIITodas las causas;Total;Todas las edades;07 Castilla y León;2014;27787
001102  IXXIITodas las causas;Total;Todas las edades;08 Castilla  La Mancha;2014;18379
001102  IXXIITodas las causas;Total;Todas las edades;09 Cataluña;2014;61319
001102  IXXIITodas las causas;Total;Todas las edades;10 Comunitat Valenciana;2014;41550
001102  IXXIITodas las causas;Total;Todas las edades;11 Extremadura;2014;10799
001102  IXXIITodas las causas;Total;Todas las edades;12 Galicia;2014;29929
001102  IXXIITodas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2014;43064
001102  IXXIITodas las causas;Total;Todas las edades;14 Murcia, Región de;2014;10397
001102  IXXIITodas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2014;5511
001102  IXXIITodas las causas;Total;Todas las edades;16 País Vasco;2014;20166
001102  IXXIITodas las causas;Total;Todas las edades;17 Rioja, La;2014;2886
001102  IXXIITodas las causas;Total;Todas las edades;18 Ceuta;2014;509
001102  IXXIITodas las causas;Total;Todas las edades;19 Melilla;2014;485
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2014;1255
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2014;209
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2014;167
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2014;157
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2014;261
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2014;111
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2014;444
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla  La Mancha;2014;218
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2014;1043
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2014;670
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2014;167
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2014;419
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2014;696
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2014;186
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2014;76
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2014;320
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2014;30
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2014;16
001008  IEnfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2014;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2014;123
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2014;34
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2014;23
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2014;23
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2014;29
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2014;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2014;62
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla  La Mancha;2014;57
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2014;112
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2014;62
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2014;18
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2014;47
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2014;60
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2014;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2014;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2014;44
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2014;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2014;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2014;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2014;44
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2014;5
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2014;12
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2014;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2014;10
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2014;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2014;23
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla  La Mancha;2014;13
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;2014;45
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;2014;35
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;2014;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;2014;28
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;2014;19
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;2014;9
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;2014;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;2014;17
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;2014;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;2014;1
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;2014;2
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;2014;5
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;2014;0
