Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;1995;57.809
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;1995;12.455
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;1995;11.989
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;1995;6.894
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;1995;10.364
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;1995;5.031
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;1995;24.833
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;1995;16.402
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;1995;54.213
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;1995;34.757
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;1995;10.357
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;1995;28.464
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1995;36.446
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;1995;8.413
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1995;4.593
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;1995;17.507
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;1995;2.564
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;1995;451
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;1995;401
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1995;1.830
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1995;252
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1995;288
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1995;217
