Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;1992;54.658
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;1992;11.422
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;1992;11.378
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;1992;6.641
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;1992;10.257
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;1992;4.817
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;1992;24.208
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;1992;16.005
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;1992;52.327
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;1992;34.011
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;1992;10.208
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;1992;27.016
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1992;34.885
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;1992;8.264
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1992;4.253
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;1992;16.540
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;1992;2.447
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;1992;460
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;1992;323
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1992;1.177
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1992;173
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1992;241
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1992;145
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1992;214
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1992;88
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1992;387
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;1992;228
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1992;1.210
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1992;670
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1992;136
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1992;537
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1992;1.523
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1992;132
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1992;64
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1992;478
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;1992;48
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;1992;13
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;1992;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;1992;26
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;1992;6
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;1992;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;1992;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;1992;8
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;1992;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;1992;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;1992;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;1992;36
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;1992;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;1992;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;1992;12
