Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2012;68.361
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2012;13.724
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2012;13.151
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2012;8.068
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2012;14.081
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2012;5.812
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2012;28.259
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2012;19.051
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2012;62.977
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2012;42.303
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2012;11.347
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2012;30.871
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2012;42.799
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2012;10.680
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2012;5.376
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2012;20.281
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2012;3.023
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2012;487
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2012;471
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2012;1.091
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2012;189
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2012;167
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2012;131
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2012;267
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2012;128
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2012;439
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2012;219
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2012;1.138
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2012;660
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2012;197
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2012;408
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2012;803
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2012;184
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2012;62
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2012;332
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2012;39
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2012;13
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2012;16
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2012;103
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2012;32
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2012;26
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2012;24
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2012;33
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2012;14
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2012;71
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;2012;57
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2012;182
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2012;63
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2012;31
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2012;38
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2012;78
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2012;28
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2012;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2012;43
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2012;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2012;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2012;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2012;54
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2012;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2012;16
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2012;5
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2012;10
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2012;1
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2012;24
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla - La Mancha;2012;9
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;2012;62
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;2012;32
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;2012;7
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;2012;31
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;2012;27
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;2012;6
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;2012;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;2012;21
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;2012;5
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;2012;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;2012;0
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;2012;9
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;2012;1
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;2012;0
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;2012;0
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;2012;0
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;2012;0
