Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2008;65.583
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2008;13.398
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2008;12.741
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2008;7.488
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2008;13.462
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2008;5.522
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2008;27.392
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2008;18.167
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2008;60.110
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2008;40.059
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2008;10.441
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2008;29.629
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2008;41.270
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2008;10.399
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2008;5.292
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2008;19.433
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2008;2.860
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2008;497
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2008;455
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2008;1.253
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2008;240
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2008;195
