Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;1994;56.241
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;1994;12.066
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;1994;11.271
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;1994;6.664
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;1994;10.416
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;1994;4.862
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;1994;24.211
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;1994;16.389
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;1994;52.729
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;1994;35.122
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;1994;10.121
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;1994;27.542
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1994;35.529
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;1994;8.493
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;4.477
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;1994;16.766
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;1994;2.436
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;1994;475
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;1994;431
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1994;1.522
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1994;230
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1994;272
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1994;181
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1994;271
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1994;104
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1994;509
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;1994;286
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1994;1.455
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1994;893
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1994;147
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1994;586
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1994;1.677
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1994;190
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;81
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1994;531
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;1994;47
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;1994;18
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;1994;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;1994;51
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;1994;7
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;1994;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;1994;2
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;1994;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;1994;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;1994;19
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;1994;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;1994;42
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;1994;16
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;1994;7
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;1994;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;1994;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;1994;6
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;1994;9
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;1994;3
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;1994;1
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;1994;1
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;1994;131
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;1994;33
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;1994;48
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;1994;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;1994;17
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;1994;8
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;1994;50
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla - La Mancha;1994;41
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;1994;111
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;1994;89
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;1994;20
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;1994;61
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;1994;68
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;1994;20
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;1994;36
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;1994;5
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;1994;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;1994;3
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;1994;14
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;1994;1
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;1994;3
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;1994;1
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;07 Castilla y León;1994;3
003  Enfermedad meningocócica;Total;Todas las edades;08 Castilla - La Mancha;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;09 Cataluña;1994;12
003  Enfermedad meningocócica;Total;Todas las edades;10 Comunitat Valenciana;1994;7
003  Enfermedad meningocócica;Total;Todas las edades;11 Extremadura;1994;2
003  Enfermedad meningocócica;Total;Todas las edades;12 Galicia;1994;5
003  Enfermedad meningocócica;Total;Todas las edades;13 Madrid, Comunidad de;1994;4
003  Enfermedad meningocócica;Total;Todas las edades;14 Murcia, Región de;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;1
003  Enfermedad meningocócica;Total;Todas las edades;16 País Vasco;1994;8
003  Enfermedad meningocócica;Total;Todas las edades;17 Rioja, La;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;18 Ceuta;1994;0
003  Enfermedad meningocócica;Total;Todas las edades;19 Melilla;1994;0
004  Septicemia;Total;Todas las edades;01 Andalucía;1994;343
004  Septicemia;Total;Todas las edades;02 Aragón;1994;55
004  Septicemia;Total;Todas las edades;03 Asturias, Principado de;1994;66
004  Septicemia;Total;Todas las edades;04 Balears, Illes;1994;27
004  Septicemia;Total;Todas las edades;05 Canarias;1994;82
004  Septicemia;Total;Todas las edades;06 Cantabria;1994;33
004  Septicemia;Total;Todas las edades;07 Castilla y León;1994;191
004  Septicemia;Total;Todas las edades;08 Castilla - La Mancha;1994;109
004  Septicemia;Total;Todas las edades;09 Cataluña;1994;152
004  Septicemia;Total;Todas las edades;10 Comunitat Valenciana;1994;154
004  Septicemia;Total;Todas las edades;11 Extremadura;1994;43
004  Septicemia;Total;Todas las edades;12 Galicia;1994;241
004  Septicemia;Total;Todas las edades;13 Madrid, Comunidad de;1994;456
004  Septicemia;Total;Todas las edades;14 Murcia, Región de;1994;48
004  Septicemia;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;15
004  Septicemia;Total;Todas las edades;16 País Vasco;1994;99
004  Septicemia;Total;Todas las edades;17 Rioja, La;1994;8
004  Septicemia;Total;Todas las edades;18 Ceuta;1994;2
004  Septicemia;Total;Todas las edades;19 Melilla;1994;3
005  Hepatitis vírica;Total;Todas las edades;01 Andalucía;1994;115
005  Hepatitis vírica;Total;Todas las edades;02 Aragón;1994;14
005  Hepatitis vírica;Total;Todas las edades;03 Asturias, Principado de;1994;25
005  Hepatitis vírica;Total;Todas las edades;04 Balears, Illes;1994;16
005  Hepatitis vírica;Total;Todas las edades;05 Canarias;1994;16
005  Hepatitis vírica;Total;Todas las edades;06 Cantabria;1994;4
005  Hepatitis vírica;Total;Todas las edades;07 Castilla y León;1994;28
005  Hepatitis vírica;Total;Todas las edades;08 Castilla - La Mancha;1994;17
005  Hepatitis vírica;Total;Todas las edades;09 Cataluña;1994;30
005  Hepatitis vírica;Total;Todas las edades;10 Comunitat Valenciana;1994;17
005  Hepatitis vírica;Total;Todas las edades;11 Extremadura;1994;7
005  Hepatitis vírica;Total;Todas las edades;12 Galicia;1994;6
005  Hepatitis vírica;Total;Todas las edades;13 Madrid, Comunidad de;1994;54
005  Hepatitis vírica;Total;Todas las edades;14 Murcia, Región de;1994;8
005  Hepatitis vírica;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;2
005  Hepatitis vírica;Total;Todas las edades;16 País Vasco;1994;35
005  Hepatitis vírica;Total;Todas las edades;17 Rioja, La;1994;1
005  Hepatitis vírica;Total;Todas las edades;18 Ceuta;1994;1
005  Hepatitis vírica;Total;Todas las edades;19 Melilla;1994;0
006  SIDA;Total;Todas las edades;01 Andalucía;1994;777
006  SIDA;Total;Todas las edades;02 Aragón;1994;109
006  SIDA;Total;Todas las edades;03 Asturias, Principado de;1994;113
006  SIDA;Total;Todas las edades;04 Balears, Illes;1994;121
006  SIDA;Total;Todas las edades;05 Canarias;1994;124
006  SIDA;Total;Todas las edades;06 Cantabria;1994;53
006  SIDA;Total;Todas las edades;07 Castilla y León;1994;160
006  SIDA;Total;Todas las edades;08 Castilla - La Mancha;1994;78
006  SIDA;Total;Todas las edades;09 Cataluña;1994;1.017
006  SIDA;Total;Todas las edades;10 Comunitat Valenciana;1994;551
006  SIDA;Total;Todas las edades;11 Extremadura;1994;56
006  SIDA;Total;Todas las edades;12 Galicia;1994;210
006  SIDA;Total;Todas las edades;13 Madrid, Comunidad de;1994;883
006  SIDA;Total;Todas las edades;14 Murcia, Región de;1994;94
006  SIDA;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;57
006  SIDA;Total;Todas las edades;16 País Vasco;1994;309
006  SIDA;Total;Todas las edades;17 Rioja, La;1994;27
006  SIDA;Total;Todas las edades;18 Ceuta;1994;11
006  SIDA;Total;Todas las edades;19 Melilla;1994;4
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;01 Andalucía;1994;7
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;02 Aragón;1994;2
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;03 Asturias, Principado de;1994;1
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;04 Balears, Illes;1994;2
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;05 Canarias;1994;4
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;06 Cantabria;1994;2
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;07 Castilla y León;1994;7
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;08 Castilla - La Mancha;1994;5
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;09 Cataluña;1994;23
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;10 Comunitat Valenciana;1994;5
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;11 Extremadura;1994;3
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;12 Galicia;1994;21
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;13 Madrid, Comunidad de;1994;121
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;14 Murcia, Región de;1994;2
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;2
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;16 País Vasco;1994;7
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;17 Rioja, La;1994;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;18 Ceuta;1994;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;19 Melilla;1994;0
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;01 Andalucía;1994;84
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;02 Aragón;1994;9
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;1994;12
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;1994;9
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;05 Canarias;1994;22
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;06 Cantabria;1994;1
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;1994;51
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;08 Castilla - La Mancha;1994;19
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;09 Cataluña;1994;68
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;1994;54
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;11 Extremadura;1994;9
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;12 Galicia;1994;25
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;1994;70
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;1994;12
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;1994;2
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Total;Todas las edades;16 País Vasco;1994;28
