Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2018;72.806
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2018;14.100
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2018;13.238
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2018;8.206
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2018;16.310
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2018;6.096
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2018;29.297
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2018;19.574
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2018;66.562
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2018;45.330
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2018;11.451
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2018;32.419
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2018;46.599
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2018;11.327
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;5.819
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2018;21.763
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2018;3.205
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2018;535
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2018;516
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2018;1.176
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2018;239
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2018;215
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2018;159
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2018;260
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2018;64
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2018;401
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2018;224
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2018;1.049
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2018;767
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2018;163
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2018;352
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2018;663
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2018;176
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;63
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2018;311
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2018;48
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2018;7
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2018;11
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2018;160
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2018;33
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2018;38
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2018;20
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2018;29
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2018;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2018;93
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;2018;62
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2018;165
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2018;98
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2018;32
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2018;69
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2018;123
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2018;34
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;10
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2018;42
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2018;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2018;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2018;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2018;38
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2018;7
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2018;8
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2018;6
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2018;11
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2018;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2018;22
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla - La Mancha;2018;9
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;2018;50
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;2018;24
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;2018;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;2018;15
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;2018;18
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;2018;8
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;2018;15
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;2018;4
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;2018;1
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;2018;5
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;2018;1
003  Enfermedad meningocócica;Total;Todas las edades;07 Castilla y León;2018;2
003  Enfermedad meningocócica;Total;Todas las edades;08 Castilla - La Mancha;2018;1
003  Enfermedad meningocócica;Total;Todas las edades;09 Cataluña;2018;3
003  Enfermedad meningocócica;Total;Todas las edades;10 Comunitat Valenciana;2018;1
003  Enfermedad meningocócica;Total;Todas las edades;11 Extremadura;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;12 Galicia;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;13 Madrid, Comunidad de;2018;2
003  Enfermedad meningocócica;Total;Todas las edades;14 Murcia, Región de;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;16 País Vasco;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;17 Rioja, La;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;18 Ceuta;2018;0
003  Enfermedad meningocócica;Total;Todas las edades;19 Melilla;2018;0
004  Septicemia;Total;Todas las edades;01 Andalucía;2018;594
004  Septicemia;Total;Todas las edades;02 Aragón;2018;127
004  Septicemia;Total;Todas las edades;03 Asturias, Principado de;2018;105
004  Septicemia;Total;Todas las edades;04 Balears, Illes;2018;79
004  Septicemia;Total;Todas las edades;05 Canarias;2018;135
004  Septicemia;Total;Todas las edades;06 Cantabria;2018;24
004  Septicemia;Total;Todas las edades;07 Castilla y León;2018;194
004  Septicemia;Total;Todas las edades;08 Castilla - La Mancha;2018;76
004  Septicemia;Total;Todas las edades;09 Cataluña;2018;464
004  Septicemia;Total;Todas las edades;10 Comunitat Valenciana;2018;412
004  Septicemia;Total;Todas las edades;11 Extremadura;2018;69
004  Septicemia;Total;Todas las edades;12 Galicia;2018;172
004  Septicemia;Total;Todas las edades;13 Madrid, Comunidad de;2018;277
004  Septicemia;Total;Todas las edades;14 Murcia, Región de;2018;85
004  Septicemia;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;23
004  Septicemia;Total;Todas las edades;16 País Vasco;2018;153
004  Septicemia;Total;Todas las edades;17 Rioja, La;2018;20
004  Septicemia;Total;Todas las edades;18 Ceuta;2018;4
004  Septicemia;Total;Todas las edades;19 Melilla;2018;6
005  Hepatitis vírica;Total;Todas las edades;01 Andalucía;2018;110
005  Hepatitis vírica;Total;Todas las edades;02 Aragón;2018;19
005  Hepatitis vírica;Total;Todas las edades;03 Asturias, Principado de;2018;13
005  Hepatitis vírica;Total;Todas las edades;04 Balears, Illes;2018;21
005  Hepatitis vírica;Total;Todas las edades;05 Canarias;2018;17
005  Hepatitis vírica;Total;Todas las edades;06 Cantabria;2018;4
005  Hepatitis vírica;Total;Todas las edades;07 Castilla y León;2018;11
005  Hepatitis vírica;Total;Todas las edades;08 Castilla - La Mancha;2018;19
005  Hepatitis vírica;Total;Todas las edades;09 Cataluña;2018;117
005  Hepatitis vírica;Total;Todas las edades;10 Comunitat Valenciana;2018;67
005  Hepatitis vírica;Total;Todas las edades;11 Extremadura;2018;18
005  Hepatitis vírica;Total;Todas las edades;12 Galicia;2018;30
005  Hepatitis vírica;Total;Todas las edades;13 Madrid, Comunidad de;2018;71
005  Hepatitis vírica;Total;Todas las edades;14 Murcia, Región de;2018;14
005  Hepatitis vírica;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;2
005  Hepatitis vírica;Total;Todas las edades;16 País Vasco;2018;24
005  Hepatitis vírica;Total;Todas las edades;17 Rioja, La;2018;4
005  Hepatitis vírica;Total;Todas las edades;18 Ceuta;2018;1
005  Hepatitis vírica;Total;Todas las edades;19 Melilla;2018;1
006  SIDA;Total;Todas las edades;01 Andalucía;2018;89
006  SIDA;Total;Todas las edades;02 Aragón;2018;18
006  SIDA;Total;Todas las edades;03 Asturias, Principado de;2018;15
006  SIDA;Total;Todas las edades;04 Balears, Illes;2018;13
006  SIDA;Total;Todas las edades;05 Canarias;2018;25
006  SIDA;Total;Todas las edades;06 Cantabria;2018;5
006  SIDA;Total;Todas las edades;07 Castilla y León;2018;10
006  SIDA;Total;Todas las edades;08 Castilla - La Mancha;2018;11
006  SIDA;Total;Todas las edades;09 Cataluña;2018;55
006  SIDA;Total;Todas las edades;10 Comunitat Valenciana;2018;52
006  SIDA;Total;Todas las edades;11 Extremadura;2018;14
006  SIDA;Total;Todas las edades;12 Galicia;2018;29
006  SIDA;Total;Todas las edades;13 Madrid, Comunidad de;2018;36
006  SIDA;Total;Todas las edades;14 Murcia, Región de;2018;11
006  SIDA;Total;Todas las edades;15 Navarra, Comunidad Foral de;2018;9
006  SIDA;Total;Todas las edades;16 País Vasco;2018;20
006  SIDA;Total;Todas las edades;17 Rioja, La;2018;4
006  SIDA;Total;Todas las edades;18 Ceuta;2018;1
006  SIDA;Total;Todas las edades;19 Melilla;2018;1
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;01 Andalucía;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;02 Aragón;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;03 Asturias, Principado de;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;04 Balears, Illes;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;05 Canarias;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;06 Cantabria;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;07 Castilla y León;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;08 Castilla - La Mancha;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;09 Cataluña;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;10 Comunitat Valenciana;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;11 Extremadura;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;12 Galicia;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;13 Madrid, Comunidad de;2018;0
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);Total;Todas las edades;14 Murcia, Región de;2018;0
