Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;1985;52.184
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;1985;11.490
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;1985;10.935
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;1985;6.495
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;1985;9.456
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;1985;4.472
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;1985;22.896
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;1985;15.978
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;1985;47.200
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;1985;31.787
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;1985;10.191
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;1985;26.295
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1985;31.598
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;1985;7.955
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1985;4.246
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;1985;15.465
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;1985;2.371
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;1985;491
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;1985;376
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1985;657
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1985;100
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1985;110
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1985;39
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1985;87
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1985;42
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1985;220
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;1985;175
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1985;424
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1985;266
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1985;103
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1985;356
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1985;393
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;1985;74
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;1985;54
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;1985;212
