Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2007;65.224
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2007;13.280
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2007;12.667
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2007;7.233
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2007;13.142
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2007;5.615
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2007;27.353
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2007;18.146
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2007;60.005
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2007;39.971
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2007;10.759
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2007;30.159
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2007;41.393
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2007;10.072
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;5.163
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2007;19.251
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2007;2.846
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2007;537
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2007;433
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2007;1.242
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2007;205
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2007;192
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2007;144
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2007;323
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2007;135
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2007;662
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2007;325
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2007;1.216
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2007;835
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2007;223
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2007;634
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2007;853
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2007;177
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;95
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2007;395
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2007;42
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2007;33
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2007;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2007;86
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2007;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2007;16
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2007;5
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2007;21
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2007;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2007;46
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;2007;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2007;79
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2007;61
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2007;16
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2007;30
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2007;45
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2007;13
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2007;24
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2007;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2007;0
001  Enfermedades infecciosas intestinales;Total;Todas las edades;19 Melilla;2007;0
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;01 Andalucía;2007;86
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;02 Aragón;2007;12
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;03 Asturias, Principado de;2007;28
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;04 Balears, Illes;2007;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;05 Canarias;2007;13
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;06 Cantabria;2007;3
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;07 Castilla y León;2007;32
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;08 Castilla - La Mancha;2007;15
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;09 Cataluña;2007;62
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;10 Comunitat Valenciana;2007;44
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;11 Extremadura;2007;6
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;12 Galicia;2007;27
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;13 Madrid, Comunidad de;2007;30
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;14 Murcia, Región de;2007;12
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;5
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;16 País Vasco;2007;26
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;17 Rioja, La;2007;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;18 Ceuta;2007;2
002  Tuberculosis y sus efectos tardíos;Total;Todas las edades;19 Melilla;2007;0
003  Enfermedad meningocócica;Total;Todas las edades;01 Andalucía;2007;12
003  Enfermedad meningocócica;Total;Todas las edades;02 Aragón;2007;2
003  Enfermedad meningocócica;Total;Todas las edades;03 Asturias, Principado de;2007;3
003  Enfermedad meningocócica;Total;Todas las edades;04 Balears, Illes;2007;0
003  Enfermedad meningocócica;Total;Todas las edades;05 Canarias;2007;1
003  Enfermedad meningocócica;Total;Todas las edades;06 Cantabria;2007;1
003  Enfermedad meningocócica;Total;Todas las edades;07 Castilla y León;2007;0
003  Enfermedad meningocócica;Total;Todas las edades;08 Castilla - La Mancha;2007;4
003  Enfermedad meningocócica;Total;Todas las edades;09 Cataluña;2007;10
003  Enfermedad meningocócica;Total;Todas las edades;10 Comunitat Valenciana;2007;7
003  Enfermedad meningocócica;Total;Todas las edades;11 Extremadura;2007;2
003  Enfermedad meningocócica;Total;Todas las edades;12 Galicia;2007;5
003  Enfermedad meningocócica;Total;Todas las edades;13 Madrid, Comunidad de;2007;5
003  Enfermedad meningocócica;Total;Todas las edades;14 Murcia, Región de;2007;5
003  Enfermedad meningocócica;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;1
003  Enfermedad meningocócica;Total;Todas las edades;16 País Vasco;2007;4
003  Enfermedad meningocócica;Total;Todas las edades;17 Rioja, La;2007;0
003  Enfermedad meningocócica;Total;Todas las edades;18 Ceuta;2007;0
003  Enfermedad meningocócica;Total;Todas las edades;19 Melilla;2007;0
004  Septicemia;Total;Todas las edades;01 Andalucía;2007;521
004  Septicemia;Total;Todas las edades;02 Aragón;2007;102
004  Septicemia;Total;Todas las edades;03 Asturias, Principado de;2007;91
004  Septicemia;Total;Todas las edades;04 Balears, Illes;2007;56
004  Septicemia;Total;Todas las edades;05 Canarias;2007;178
004  Septicemia;Total;Todas las edades;06 Cantabria;2007;89
004  Septicemia;Total;Todas las edades;07 Castilla y León;2007;463
004  Septicemia;Total;Todas las edades;08 Castilla - La Mancha;2007;181
004  Septicemia;Total;Todas las edades;09 Cataluña;2007;541
004  Septicemia;Total;Todas las edades;10 Comunitat Valenciana;2007;368
004  Septicemia;Total;Todas las edades;11 Extremadura;2007;147
004  Septicemia;Total;Todas las edades;12 Galicia;2007;416
004  Septicemia;Total;Todas las edades;13 Madrid, Comunidad de;2007;332
004  Septicemia;Total;Todas las edades;14 Murcia, Región de;2007;88
004  Septicemia;Total;Todas las edades;15 Navarra, Comunidad Foral de;2007;48
004  Septicemia;Total;Todas las edades;16 País Vasco;2007;206
004  Septicemia;Total;Todas las edades;17 Rioja, La;2007;22
004  Septicemia;Total;Todas las edades;18 Ceuta;2007;23
004  Septicemia;Total;Todas las edades;19 Melilla;2007;7
