Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2013;65.690
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2013;13.353
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2013;12.722
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2013;7.660
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2013;13.621
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2013;5.603
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2013;27.507
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2013;18.228
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2013;60.807
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2013;40.519
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2013;11.043
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2013;30.433
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2013;42.393
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2013;10.115
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;5.323
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2013;19.720
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2013;2.871
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2013;531
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2013;461
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2013;1.110
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2013;192
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2013;147
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2013;143
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2013;233
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2013;148
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2013;434
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2013;201
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2013;1.054
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2013;595
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2013;169
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;2013;375
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;2013;763
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;14 Murcia, Región de;2013;172
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;66
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;16 País Vasco;2013;312
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;17 Rioja, La;2013;39
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;18 Ceuta;2013;14
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;19 Melilla;2013;12
001  Enfermedades infecciosas intestinales;Total;Todas las edades;01 Andalucía;2013;114
001  Enfermedades infecciosas intestinales;Total;Todas las edades;02 Aragón;2013;34
001  Enfermedades infecciosas intestinales;Total;Todas las edades;03 Asturias, Principado de;2013;22
001  Enfermedades infecciosas intestinales;Total;Todas las edades;04 Balears, Illes;2013;14
001  Enfermedades infecciosas intestinales;Total;Todas las edades;05 Canarias;2013;30
001  Enfermedades infecciosas intestinales;Total;Todas las edades;06 Cantabria;2013;15
001  Enfermedades infecciosas intestinales;Total;Todas las edades;07 Castilla y León;2013;66
001  Enfermedades infecciosas intestinales;Total;Todas las edades;08 Castilla - La Mancha;2013;59
001  Enfermedades infecciosas intestinales;Total;Todas las edades;09 Cataluña;2013;138
001  Enfermedades infecciosas intestinales;Total;Todas las edades;10 Comunitat Valenciana;2013;77
001  Enfermedades infecciosas intestinales;Total;Todas las edades;11 Extremadura;2013;17
001  Enfermedades infecciosas intestinales;Total;Todas las edades;12 Galicia;2013;42
001  Enfermedades infecciosas intestinales;Total;Todas las edades;13 Madrid, Comunidad de;2013;83
001  Enfermedades infecciosas intestinales;Total;Todas las edades;14 Murcia, Región de;2013;25
001  Enfermedades infecciosas intestinales;Total;Todas las edades;15 Navarra, Comunidad Foral de;2013;4
001  Enfermedades infecciosas intestinales;Total;Todas las edades;16 País Vasco;2013;48
001  Enfermedades infecciosas intestinales;Total;Todas las edades;17 Rioja, La;2013;9
001  Enfermedades infecciosas intestinales;Total;Todas las edades;18 Ceuta;2013;1
