Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2017;71.234
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2017;14.208
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2017;13.152
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2017;8.353
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2017;15.254
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2017;5.958
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2017;28.979
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2017;20.208
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2017;66.165
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2017;44.804
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2017;11.585
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2017;31.962
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2017;47.069
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2017;11.522
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2017;5.844
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2017;21.634
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2017;3.052
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2017;560
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2017;494
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2017;1.245
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2017;187
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2017;162
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2017;186
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2017;291
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2017;67
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2017;479
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2017;182
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2017;1.035
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2017;810
