Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;1986;52.247
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;1986;11.467
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;1986;10.579
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;1986;6.619
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;1986;9.215
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;1986;4.408
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;1986;22.541
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;1986;15.280
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;1986;47.045
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;1986;31.741
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;1986;10.197
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;1986;26.877
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;1986;30.045
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;1986;7.779
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;1986;4.153
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;1986;15.481
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;1986;2.257
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;1986;470
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;1986;376
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;1986;600
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;1986;92
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;1986;112
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;1986;60
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;1986;110
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;1986;46
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;1986;209
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;1986;142
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;1986;456
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;1986;262
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;1986;101
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;12 Galicia;1986;303
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;13 Madrid, Comunidad de;1986;436
