Causa de muerte;Sexo;Edad;Comunidades y Ciudades Autónomas;Periodo;Total
001-102  I-XXII.Todas las causas;Total;Todas las edades;01 Andalucía;2009;64.730
001-102  I-XXII.Todas las causas;Total;Todas las edades;02 Aragón;2009;13.268
001-102  I-XXII.Todas las causas;Total;Todas las edades;03 Asturias, Principado de;2009;12.759
001-102  I-XXII.Todas las causas;Total;Todas las edades;04 Balears, Illes;2009;7.794
001-102  I-XXII.Todas las causas;Total;Todas las edades;05 Canarias;2009;12.896
001-102  I-XXII.Todas las causas;Total;Todas las edades;06 Cantabria;2009;5.513
001-102  I-XXII.Todas las causas;Total;Todas las edades;07 Castilla y León;2009;27.148
001-102  I-XXII.Todas las causas;Total;Todas las edades;08 Castilla - La Mancha;2009;17.771
001-102  I-XXII.Todas las causas;Total;Todas las edades;09 Cataluña;2009;60.261
001-102  I-XXII.Todas las causas;Total;Todas las edades;10 Comunitat Valenciana;2009;40.085
001-102  I-XXII.Todas las causas;Total;Todas las edades;11 Extremadura;2009;10.748
001-102  I-XXII.Todas las causas;Total;Todas las edades;12 Galicia;2009;30.180
001-102  I-XXII.Todas las causas;Total;Todas las edades;13 Madrid, Comunidad de;2009;41.268
001-102  I-XXII.Todas las causas;Total;Todas las edades;14 Murcia, Región de;2009;10.331
001-102  I-XXII.Todas las causas;Total;Todas las edades;15 Navarra, Comunidad Foral de;2009;5.147
001-102  I-XXII.Todas las causas;Total;Todas las edades;16 País Vasco;2009;19.614
001-102  I-XXII.Todas las causas;Total;Todas las edades;17 Rioja, La;2009;2.745
001-102  I-XXII.Todas las causas;Total;Todas las edades;18 Ceuta;2009;550
001-102  I-XXII.Todas las causas;Total;Todas las edades;19 Melilla;2009;401
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;01 Andalucía;2009;1.119
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;02 Aragón;2009;191
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;03 Asturias, Principado de;2009;147
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;04 Balears, Illes;2009;116
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;05 Canarias;2009;298
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;06 Cantabria;2009;137
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;07 Castilla y León;2009;524
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;08 Castilla - La Mancha;2009;307
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;09 Cataluña;2009;1.084
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;10 Comunitat Valenciana;2009;715
001-008  I.Enfermedades infecciosas y parasitarias;Total;Todas las edades;11 Extremadura;2009;202
